Chromosome,Start,End,Feature
Chr13,11297985,11298086,CDS
Chr13,11296431,11296538,CDS
Chr13,11296032,11296112,CDS
Chr13,11294061,11294348,CDS
Chr13,11292851,11292955,CDS
Chr13,11292466,11292615,CDS
Chr13,11291371,11291535,CDS
Chr13,11291037,11291270,CDS
Chr13,5057153,5057179,CDS
Chr13,5054695,5054763,CDS
Chr13,444089,444526,CDS
Chr13,2739588,2739806,CDS
Chr13,7816882,7816953,CDS
Chr13,7816456,7816611,CDS
Chr13,7814023,7814136,CDS
Chr13,7813541,7813702,CDS
Chr13,7812619,7812756,CDS
Chr13,12330517,12330822,CDS
Chr13,13079147,13079344,CDS
Chr13,13081333,13081401,CDS
Chr13,13710329,13710430,CDS
Chr13,13704924,13705133,CDS
Chr13,6387532,6387741,CDS
Chr13,6374988,6375059,CDS
Chr13,979669,979722,CDS
Chr13,980145,980234,CDS
Chr13,982885,983073,CDS
Chr13,983599,983718,CDS
Chr13,984502,984573,CDS
Chr13,985031,985087,CDS
Chr13,9220297,9221937,CDS
Chr13,13816778,13816822,CDS
Chr13,13715437,13715565,CDS
Chr13,13714496,13714561,CDS
Chr13,13712668,13712724,CDS
Chr13,13712279,13712362,CDS
Chr13,13711228,13711359,CDS
Chr13,13707976,13708098,CDS
Chr13,13705491,13705541,CDS
Chr13,13704924,13705070,CDS
Chr13,10635368,10635544,CDS
Chr13,10637621,10637674,CDS
Chr13,10669685,10669843,CDS
Chr13,10670639,10670938,CDS
Chr13,10677755,10677991,CDS
Chr13,2520829,2520987,CDS
Chr13,2614661,2614699,CDS
Chr13,11455626,11455823,CDS
Chr13,11494402,11494518,CDS
Chr13,1219931,1220029,CDS
Chr13,1220582,1220695,CDS
Chr13,1220784,1220951,CDS
Chr13,1221083,1221166,CDS
Chr13,1221511,1221606,CDS
Chr13,2636225,2636269,CDS
Chr13,2616325,2616408,CDS
Chr13,2587500,2587625,CDS
Chr13,1800904,1800984,CDS
Chr13,1808242,1808283,CDS
Chr13,1864869,1864913,CDS
Chr13,1921163,1921219,CDS
Chr13,548849,549073,CDS
Chr13,4951113,4951148,CDS
Chr13,4907208,4907399,CDS
Chr13,12154180,12154212,CDS
Chr13,12105605,12105739,CDS
Chr13,2463070,2463192,CDS
Chr13,2463661,2463723,CDS
Chr13,2464035,2464235,CDS
Chr13,2465555,2465614,CDS
Chr13,2465803,2465880,CDS
Chr13,2468312,2468431,CDS
Chr13,2468983,2469045,CDS
Chr13,2471344,2471469,CDS
Chr13,2472366,2472428,CDS
Chr13,2472822,2472920,CDS
Chr13,2506514,2506690,CDS
Chr13,2511052,2511276,CDS
Chr13,2511619,2511714,CDS
Chr13,2513478,2513549,CDS
Chr13,2514258,2514329,CDS
Chr13,2519595,2519693,CDS
Chr13,2519829,2519921,CDS
Chr13,2520370,2520507,CDS
Chr13,2522091,2522267,CDS
Chr13,2523662,2523787,CDS
Chr13,13240501,13240596,CDS
Chr13,13337267,13337302,CDS
Chr13,13427675,13427776,CDS
Chr13,13753951,13754019,CDS
Chr13,13697252,13697419,CDS
Chr13,16486816,16486878,CDS
Chr13,16594676,16594906,CDS
Chr13,1663573,1663617,CDS
Chr13,1600427,1601410,CDS
Chr13,2587338,2587499,CDS
Chr13,2549418,2549492,CDS
Chr13,7514367,7514420,CDS
Chr13,7516126,7516200,CDS
Chr13,7516661,7516822,CDS
Chr13,7524844,7525101,CDS
Chr13,7526590,7526694,CDS
Chr13,7527807,7528757,CDS
Chr13,7532494,7532604,CDS
Chr13,7532991,7533053,CDS
Chr13,7533977,7534513,CDS
Chr13,1880912,1881097,CDS
Chr13,1803021,1803311,CDS
Chr13,12753874,12755874,CDS
Chr13,2624078,2625109,CDS
Chr13,3801417,3801467,CDS
Chr13,3790160,3790246,CDS
Chr13,3789528,3789608,CDS
Chr13,3789103,3789273,CDS
Chr13,3785262,3785378,CDS
Chr13,3782661,3782798,CDS
Chr13,3781404,3781502,CDS
Chr13,3780867,3780986,CDS
Chr13,3776950,3777000,CDS
Chr13,3773237,3773293,CDS
Chr13,3771478,3771627,CDS
Chr13,12997797,12998729,CDS
Chr13,289372,289548,CDS
Chr13,292181,292372,CDS
Chr13,294476,294685,CDS
Chr13,295253,295435,CDS
Chr13,300899,301102,CDS
Chr13,4001951,4002877,CDS
Chr13,4029247,4029315,CDS
Chr13,10079477,10080553,CDS
Chr13,10588110,10588217,CDS
Chr13,10547156,10547224,CDS
Chr13,10798070,10798165,CDS
Chr13,10798992,10799078,CDS
Chr13,10800888,10801091,CDS
Chr13,10803931,10804032,CDS
Chr13,10805803,10805889,CDS
Chr13,10806461,10806547,CDS
Chr13,5345804,5346013,CDS
Chr13,5346282,5346641,CDS
Chr13,8671543,8671674,CDS
Chr13,8673904,8673984,CDS
Chr13,8674974,8675057,CDS
Chr13,8675873,8675977,CDS
Chr13,8677133,8677225,CDS
Chr13,8677807,8677935,CDS
Chr13,8679202,8679324,CDS
Chr13,8679848,8679904,CDS
Chr13,8680301,8680447,CDS
Chr13,3352042,3352182,CDS
Chr13,3348764,3348805,CDS
Chr13,12735418,12737769,CDS
Chr13,12492557,12492709,CDS
Chr13,12429869,12430606,CDS
Chr13,2786276,2786374,CDS
Chr13,2802839,2803048,CDS
Chr13,9910327,9910866,CDS
Chr13,9914730,9915305,CDS
Chr13,12413527,12413604,CDS
Chr13,12318482,12318565,CDS
Chr13,990010,990165,CDS
Chr13,1055822,1055902,CDS
Chr13,4020135,4020200,CDS
Chr13,4020644,4020748,CDS
Chr13,4021174,4021299,CDS
Chr13,4028127,4028234,CDS
Chr13,4032201,4032443,CDS
Chr13,4036822,4036953,CDS
Chr13,4058489,4058605,CDS
Chr13,4059791,4059940,CDS
Chr13,4064900,4065064,CDS
Chr13,4065804,4066022,CDS
Chr13,4069366,4069410,CDS
Chr13,5045114,5045299,CDS
Chr13,5102938,5102985,CDS
Chr13,14250751,14250783,CDS
Chr13,14267786,14268565,CDS
Chr13,1366841,1367140,CDS
Chr13,14249888,14250598,CDS
Chr13,5380996,5381253,CDS
Chr13,5381925,5382074,CDS
Chr13,5382484,5382627,CDS
Chr13,5383153,5383230,CDS
Chr13,5383479,5383568,CDS
Chr13,9195451,9195531,CDS
Chr13,9194777,9194851,CDS
Chr13,9193666,9193719,CDS
Chr13,9192476,9192604,CDS
Chr13,9191655,9191777,CDS
Chr13,9190595,9190684,CDS
Chr13,9189664,9189759,CDS
Chr13,9189098,9189310,CDS
Chr13,11311801,11312016,CDS
Chr13,11258462,11258527,CDS
Chr14,1129723,1129839,CDS
Chr14,4231340,4232215,CDS
Chr14,4237699,4237938,CDS
Chr14,4239076,4239996,CDS
Chr14,7060170,7060322,CDS
Chr14,7128263,7128601,CDS
Chr14,7158438,7158509,CDS
Chr14,614357,614440,CDS
Chr14,512516,512659,CDS
Chr14,511146,511241,CDS
Chr14,508782,509288,CDS
Chr14,10439157,10439189,CDS
Chr14,10413553,10414005,CDS
Chr14,10376681,10376857,CDS
Chr14,393726,393764,CDS
Chr14,263711,263875,CDS
Chr14,248631,248828,CDS
Chr14,4275347,4275397,CDS
Chr14,4286602,4286736,CDS
Chr14,4287593,4287715,CDS
Chr14,4288269,4288349,CDS
Chr14,4291913,4291984,CDS
Chr14,4292655,4292735,CDS
Chr14,4293341,4293490,CDS
Chr14,4294820,4294897,CDS
Chr14,4295447,4295560,CDS
Chr14,3872768,3872830,CDS
Chr14,3961970,3962386,CDS
Chr14,2364251,2364670,CDS
Chr14,2303566,2303580,CDS
Chr14,6642142,6642441,CDS
Chr14,6536448,6536861,CDS
Chr14,4142375,4142752,CDS
Chr14,6655284,6655328,CDS
Chr14,6654590,6654670,CDS
Chr14,6639944,6640039,CDS
Chr14,6571263,6571634,CDS
Chr14,9676124,9676351,CDS
Chr14,9785647,9785730,CDS
Chr14,6792610,6793350,CDS
Chr14,10265078,10265314,CDS
Chr14,10165937,10166011,CDS
Chr14,7326505,7326690,CDS
Chr14,7328032,7328229,CDS
Chr14,7328878,7328976,CDS
Chr14,7331845,7331955,CDS
Chr14,7333416,7333526,CDS
Chr14,7718988,7719095,CDS
Chr14,7731817,7731924,CDS
Chr14,7737329,7737517,CDS
Chr14,7742055,7742153,CDS
Chr14,7757761,7757949,CDS
Chr14,390110,390151,CDS
Chr14,389647,389904,CDS
Chr14,389118,389288,CDS
Chr14,388783,388830,CDS
Chr14,388423,388596,CDS
Chr14,10455568,10455600,CDS
Chr14,10356287,10356379,CDS
Chr14,4107784,4107885,CDS
Chr14,4108442,4108555,CDS
Chr14,6617163,6617429,CDS
Chr14,6639542,6639940,CDS
Chr14,9502668,9502805,CDS
Chr14,9405346,9405387,CDS
Chr14,10253900,10254334,CDS
Chr14,10177762,10177875,CDS
Chr14,10178690,10178773,CDS
Chr14,10179695,10179850,CDS
Chr14,10180698,10180871,CDS
Chr14,10182356,10182553,CDS
Chr14,5651161,5651238,CDS
Chr14,5648883,5649152,CDS
Chr14,5647340,5647498,CDS
Chr14,4100246,4100515,CDS
Chr14,4137374,4137415,CDS
Chr14,6800905,6801513,CDS
Chr14,7820209,7820406,CDS
Chr14,7946520,7946705,CDS
Chr14,894027,894155,CDS
Chr14,999796,999891,CDS
Chr14,6792685,6792720,CDS
Chr14,6732040,6732183,CDS
Chr14,6718202,6718252,CDS
Chr14,6636246,6636326,CDS
Chr14,3872809,3873591,CDS
Chr14,8045677,8045796,CDS
Chr14,7946157,7946336,CDS
Chr14,135633,136595,CDS
Chr14,6709671,6709715,CDS
Chr14,6796348,6797109,CDS
Chr14,6711941,6712111,CDS
Chr14,6710971,6711108,CDS
Chr14,6710047,6710148,CDS
Chr14,6709017,6709160,CDS
Chr14,6708369,6708428,CDS
Chr14,9044271,9044345,CDS
Chr14,8952075,8952257,CDS
Chr14,672099,672188,CDS
Chr14,786088,786339,CDS
Chr14,896253,896450,CDS
Chr14,896008,896112,CDS
Chr14,895722,895796,CDS
Chr14,894404,894499,CDS
Chr14,893191,893280,CDS
Chr14,892709,892804,CDS
Chr14,3521087,3521131,CDS
Chr14,3544411,3545247,CDS
Chr14,9846456,9846542,CDS
Chr14,9744945,9745205,CDS
Chr14,5774511,5774663,CDS
Chr14,5799917,5799961,CDS
Chr14,5847748,5847813,CDS
Chr14,10834151,10835380,CDS
Chr14,6567578,6567916,CDS
Chr14,7207656,7207730,CDS
Chr14,7203520,7203537,CDS
Chr14,4847616,4847669,CDS
Chr14,4853692,4853868,CDS
Chr14,4855051,4855200,CDS
Chr14,4855678,4855863,CDS
Chr14,4856416,4856709,CDS
Chr14,2513978,2514169,CDS
Chr14,2621532,2621573,CDS
Chr14,4775274,4775429,CDS
Chr14,4774197,4774337,CDS
Chr14,468621,468716,CDS
Chr14,402887,402925,CDS
Chr14,6620368,6620691,CDS
Chr14,896253,896420,CDS
Chr14,896002,896112,CDS
Chr14,895719,895796,CDS
Chr14,894410,894499,CDS
Chr14,894051,894107,CDS
Chr14,893493,893600,CDS
Chr14,893194,893274,CDS
Chr14,892709,892804,CDS
Chr14,10917379,10917417,CDS
Chr14,10791297,10791377,CDS
Chr14,10789559,10789630,CDS
Chr14,10788974,10789084,CDS
Chr14,10788151,10788252,CDS
Chr14,10785080,10785259,CDS
Chr14,10784404,10784559,CDS
Chr14,10782059,10782160,CDS
Chr14,10781373,10781468,CDS
Chr14,10779437,10779571,CDS
Chr14,10778954,10779067,CDS
Chr14,10776148,10776288,CDS
Chr14,10775533,10775628,CDS
Chr14,10774748,10774822,CDS
Chr14,10774052,10774183,CDS
Chr14,10773098,10773244,CDS
Chr14,10771090,10771179,CDS
Chr14,10769467,10769685,CDS
Chr14,7100768,7102462,CDS
Chr14,96231,96395,CDS
Chr14,96695,96841,CDS
Chr14,97392,97484,CDS
Chr14,97615,97722,CDS
Chr14,98808,98852,CDS
Chr14,99794,99922,CDS
Chr14,100148,100240,CDS
Chr14,100697,100846,CDS
Chr14,101214,101348,CDS
Chr14,101781,101861,CDS
Chr14,102341,102388,CDS
Chr14,3905995,3906054,CDS
Chr14,3858859,3859806,CDS
Chr14,5543693,5543788,CDS
Chr14,5539496,5539621,CDS
Chr14,5536963,5537106,CDS
Chr14,5533483,5533644,CDS
Chr14,1671351,1672427,CDS
Chr14,1025037,1025981,CDS
Chr14,6977370,6977861,CDS
Chr14,6976438,6976692,CDS
Chr14,6975253,6975366,CDS
Chr14,4352462,4352494,CDS
Chr14,4325905,4326039,CDS
Chr14,7125280,7125456,CDS
Chr14,7014229,7014249,CDS
Chr14,10622588,10622659,CDS
Chr14,10615244,10615354,CDS
Chr14,10612494,10612619,CDS
Chr14,10609231,10609338,CDS
Chr14,10608004,10608084,CDS
Chr14,10607504,10607734,CDS
Chr14,10606837,10606965,CDS
Chr14,10605292,10605396,CDS
Chr14,10604941,10605090,CDS
Chr14,10603826,10603990,CDS
Chr14,10602920,10603210,CDS
Chr14,10599986,10600174,CDS
Chr14,6563270,6563617,CDS
Chr14,3502917,3502994,CDS
Chr14,3485876,3486040,CDS
Chr14,10248370,10248462,CDS
Chr14,10250203,10250394,CDS
Chr14,10250697,10250843,CDS
Chr14,10251755,10251823,CDS
Chr14,10253900,10254334,CDS
Chr14,6244606,6244641,CDS
Chr14,6358141,6358233,CDS
Chr15,4158104,4158370,CDS
Chr15,4157377,4157463,CDS
Chr15,4149142,4149378,CDS
Chr15,4148567,4148689,CDS
Chr15,6531664,6531858,CDS
Chr15,10365501,10366706,CDS
Chr15,3953139,3953168,CDS
Chr15,3833583,3834530,CDS
Chr15,2846353,2846595,CDS
Chr15,2847200,2847295,CDS
Chr15,7238960,7239061,CDS
Chr15,7275994,7276176,CDS
Chr15,7337685,7337732,CDS
Chr15,8892511,8892726,CDS
Chr15,8891655,8891795,CDS
Chr15,8891321,8891494,CDS
Chr15,8890417,8890554,CDS
Chr15,8889806,8889892,CDS
Chr15,8889314,8889448,CDS
Chr15,8889011,8889097,CDS
Chr15,8888446,8888700,CDS
Chr15,8886946,8887035,CDS
Chr15,8886671,8886844,CDS
Chr15,8885680,8885868,CDS
Chr15,8885285,8885395,CDS
Chr15,8884955,8885038,CDS
Chr15,8883781,8883948,CDS
Chr15,3251096,3252487,CDS
Chr15,1364339,1365667,CDS
Chr15,9790025,9790276,CDS
Chr15,10682043,10682387,CDS
Chr15,10724163,10724195,CDS
Chr15,7924948,7925034,CDS
Chr15,7964973,7965092,CDS
Chr15,4620059,4620229,CDS
Chr15,4606633,4606677,CDS
Chr15,8330628,8330738,CDS
Chr15,8459910,8460062,CDS
Chr15,8770253,8770447,CDS
Chr15,8772567,8772776,CDS
Chr15,8773563,8773673,CDS
Chr15,8774023,8774079,CDS
Chr15,8775881,8775955,CDS
Chr15,8776139,8776264,CDS
Chr15,8776614,8776730,CDS
Chr15,8776881,8776994,CDS
Chr15,3602256,3602312,CDS
Chr15,3686043,3686225,CDS
Chr15,7830622,7830900,CDS
Chr15,7831729,7831974,CDS
Chr15,7832646,7832816,CDS
Chr15,608878,609057,CDS
Chr15,521398,521433,CDS
Chr15,10677375,10677704,CDS
Chr15,2794888,2795115,CDS
Chr15,2797540,2797716,CDS
Chr15,3838612,3839262,CDS
Chr15,3829945,3830007,CDS
Chr15,1154616,1154747,CDS
Chr15,1260953,1260994,CDS
Chr15,1369798,1370064,CDS
Chr15,1232870,1232995,CDS
Chr15,1123982,1124104,CDS
Chr15,3213024,3213221,CDS
Chr15,3316170,3316247,CDS
Chr15,7892953,7894260,CDS
Chr15,7582021,7582056,CDS
Chr15,7581671,7581745,CDS
Chr15,7581077,7581202,CDS
Chr15,7579625,7579735,CDS
Chr15,7579259,7579369,CDS
Chr15,4378630,4378713,CDS
Chr15,4271131,4271205,CDS
Chr15,4266949,4266981,CDS
Chr15,4139527,4139613,CDS
Chr15,4968745,4969272,CDS
Chr15,2031556,2031621,CDS
Chr15,2155581,2155625,CDS
Chr15,2199705,2199761,CDS
Chr15,4054020,4054658,CDS
Chr15,10737735,10737875,CDS
Chr15,10773784,10773807,CDS
Chr15,5026607,5026762,CDS
Chr15,5027650,5027763,CDS
Chr15,5028699,5028875,CDS
Chr15,5029768,5029944,CDS
Chr15,427630,427812,CDS
Chr15,416608,417003,CDS
Chr15,10687190,10687870,CDS
Chr15,9387756,9387857,CDS
Chr15,9388101,9388274,CDS
Chr15,3828309,3829205,CDS
Chr15,10386185,10386958,CDS
Chr15,10361322,10362443,CDS
Chr15,5706492,5707232,CDS
Chr15,2219986,2220036,CDS
Chr15,2217699,2217767,CDS
Chr15,2215491,2215556,CDS
Chr15,2213607,2213717,CDS
Chr15,2210345,2210422,CDS
Chr15,2208700,2208819,CDS
Chr15,2207220,2207378,CDS
Chr15,2206481,2206678,CDS
Chr15,2205636,2205686,CDS
Chr15,2204113,2204232,CDS
Chr15,2203221,2203325,CDS
Chr15,2202346,2202552,CDS
Chr15,2198144,2198314,CDS
Chr15,2192396,2192596,CDS
Chr15,2191007,2191117,CDS
Chr15,2180249,2180368,CDS
Chr15,2177294,2177851,CDS
Chr15,2175338,2175577,CDS
Chr15,2170040,2170168,CDS
Chr15,2167335,2167460,CDS
Chr15,2167043,2167222,CDS
Chr15,2166155,2166283,CDS
Chr15,2164620,2164859,CDS
Chr15,2160597,2160677,CDS
Chr15,2159372,2159617,CDS
Chr15,2158373,2158507,CDS
Chr15,2157682,2157819,CDS
Chr15,2155297,2155347,CDS
Chr15,9470408,9470452,CDS
Chr15,9471775,9471864,CDS
Chr15,9472523,9472696,CDS
Chr15,9473018,9473173,CDS
Chr15,401603,401767,CDS
Chr15,392018,392503,CDS
Chr15,3169431,3169718,CDS
Chr15,3167802,3167981,CDS
Chr15,3166702,3166839,CDS
Chr15,3165916,3166002,CDS
Chr15,3164878,3165099,CDS
Chr15,3163565,3163645,CDS
Chr15,3162321,3162476,CDS
Chr15,3160844,3161023,CDS
Chr15,3159843,3160046,CDS
Chr15,8684900,8685040,CDS
Chr15,8684575,8684658,CDS
Chr15,8683659,8683733,CDS
Chr15,8682792,8682890,CDS
Chr15,8680724,8680873,CDS
Chr15,8679900,8680067,CDS
Chr15,8679310,8679420,CDS
Chr15,8679092,8679187,CDS
Chr15,8678584,8678715,CDS
Chr15,8677383,8677475,CDS
Chr15,8675711,8675845,CDS
Chr15,8675440,8675541,CDS
Chr15,8674599,8674757,CDS
Chr15,8674324,8674449,CDS
Chr15,8673826,8673882,CDS
Chr15,8673071,8673463,CDS
Chr15,8672742,8672813,CDS
Chr15,6682373,6682525,CDS
Chr15,6781711,6781872,CDS
Chr15,6811764,6811898,CDS
Chr15,10044167,10044370,CDS
Chr15,10044756,10044947,CDS
Chr15,10046327,10046539,CDS
Chr15,10051283,10051396,CDS
Chr15,10052338,10052505,CDS
Chr15,10052888,10052998,CDS
Chr15,10053136,10053321,CDS
Chr15,10053624,10053773,CDS
Chr15,10053887,10054084,CDS
Chr15,10054381,10054563,CDS
Chr15,10055095,10055295,CDS
Chr15,10056193,10056399,CDS
Chr15,9421172,9421255,CDS
Chr15,9419683,9419832,CDS
Chr15,9419420,9419575,CDS
Chr15,8697627,8697671,CDS
Chr15,8732926,8732997,CDS
Chr15,8808215,8808361,CDS
Chr15,3896494,3896544,CDS
Chr15,3937788,3938516,CDS
Chr15,7911920,7913311,CDS
Chr15,8025867,8026067,CDS
Chr15,7953924,7954031,CDS
Chr15,2812487,2812768,CDS
Chr15,2497632,2497730,CDS
Chr15,2496768,2496917,CDS
Chr15,2496289,2496453,CDS
Chr15,8253637,8253702,CDS
Chr15,8283376,8283513,CDS
Chr15,4553041,4553121,CDS
Chr15,4552650,4552757,CDS
Chr15,4551506,4551580,CDS
Chr15,4546978,4547058,CDS
Chr15,4545675,4545764,CDS
Chr15,4544908,4544982,CDS
Chr15,4544429,4544527,CDS
Chr15,2988353,2988601,CDS
Chr15,2987411,2987548,CDS
Chr15,2987131,2987271,CDS
Chr15,2986600,2986722,CDS
Chr15,2985199,2985399,CDS
Chr15,2983859,2983969,CDS
Chr15,2982179,2982304,CDS
Chr15,2971334,2971510,CDS
Chr15,2954747,2954914,CDS
Chr15,2952159,2952365,CDS
Chr15,2950084,2950236,CDS
Chr15,8994766,8994924,CDS
Chr15,8905927,8906064,CDS
Chr15,1651246,1651272,CDS
Chr15,1631713,1631970,CDS
Chr15,5083515,5083604,CDS
Chr15,5080984,5081214,CDS
Chr15,5079905,5080030,CDS
Chr15,5079542,5079688,CDS
Chr15,5079378,5079443,CDS
Chr15,5078956,5079207,CDS
Chr15,5078567,5078794,CDS
Chr15,5077148,5077228,CDS
Chr15,5076792,5076926,CDS
Chr15,5076228,5076419,CDS
Chr15,5075910,5076047,CDS
Chr15,5075130,5075246,CDS
Chr15,5074251,5074328,CDS
Chr15,5073922,5073975,CDS
Chr15,6894392,6894478,CDS
Chr15,6769460,6769564,CDS
Chr15,6649500,6649550,CDS
Chr15,499389,500828,CDS
Chr15,751941,752021,CDS
Chr15,771871,772047,CDS
Chr15,4560089,4560295,CDS
Chr15,4529959,4530015,CDS
Chr15,4962392,4964239,CDS
Chr15,6598665,6598817,CDS
Chr15,6587185,6587358,CDS
Chr15,6585967,6586185,CDS
Chr15,10615735,10615779,CDS
Chr15,10679505,10679687,CDS
Chr16,222371,222562,CDS
Chr16,222062,222253,CDS
Chr16,221152,221250,CDS
Chr16,4968528,4968641,CDS
Chr16,5055958,5055993,CDS
Chr16,5178044,5178157,CDS
Chr16,2287762,2287995,CDS
Chr16,5551782,5551949,CDS
Chr16,5551247,5551753,CDS
Chr16,938620,938886,CDS
Chr16,402663,402986,CDS
Chr16,82851,82955,CDS
Chr16,121539,121874,CDS
Chr16,7999200,7999610,CDS
Chr16,7997759,7997869,CDS
Chr16,3705785,3705913,CDS
Chr16,3716531,3716584,CDS
Chr16,8643636,8644268,CDS
Chr16,218638,218676,CDS
Chr16,216140,216337,CDS
Chr16,215574,215765,CDS
Chr16,214884,214964,CDS
Chr16,214486,214626,CDS
Chr16,502759,502911,CDS
Chr16,502391,502594,CDS
Chr16,2391906,2392124,CDS
Chr16,2391358,2391495,CDS
Chr16,2391109,2391237,CDS
Chr16,2390918,2390968,CDS
Chr16,2331012,2331221,CDS
Chr16,110514,110669,CDS
Chr16,7758214,7758900,CDS
Chr16,5672742,5672945,CDS
Chr16,5672169,5672207,CDS
Chr16,5563239,5563328,CDS
Chr16,646544,648772,CDS
Chr16,6856983,6857108,CDS
Chr16,6839326,6839481,CDS
Chr16,5379691,5379954,CDS
Chr16,858528,858734,CDS
Chr16,176662,176958,CDS
Chr16,165347,165496,CDS
Chr16,164375,164485,CDS
Chr16,163942,164115,CDS
Chr16,163680,163814,CDS
Chr16,163184,163393,CDS
Chr16,162575,162799,CDS
Chr16,162090,162275,CDS
Chr16,3793714,3793911,CDS
Chr16,3256516,3256659,CDS
Chr16,3256754,3257272,CDS
Chr16,122729,123250,CDS
Chr16,3522144,3523133,CDS
Chr16,6409460,6410239,CDS
Chr16,2808325,2808741,CDS
Chr16,6398297,6399118,CDS
Chr16,6318124,6318177,CDS
Chr16,4025239,4025310,CDS
Chr16,4023316,4023381,CDS
Chr16,4022404,4022532,CDS
Chr16,4020911,4021078,CDS
Chr16,1708293,1708427,CDS
Chr16,1796475,1796570,CDS
Chr16,1849257,1849283,CDS
Chr16,8205760,8205801,CDS
Chr16,8090823,8090879,CDS
Chr16,8084054,8084086,CDS
Chr16,1139825,1140943,CDS
Chr16,3445186,3445413,CDS
Chr16,5005535,5006866,CDS
Chr16,720873,721862,CDS
Chr16,7207739,7208080,CDS
Chr16,7205382,7205420,CDS
Chr16,5816342,5817181,CDS
Chr16,8765985,8766683,CDS
Chr16,4456834,4458345,CDS
Chr16,2307139,2307192,CDS
Chr16,2347721,2347978,CDS
Chr16,7153895,7154050,CDS
Chr16,7077612,7077716,CDS
Chr16,1139756,1140910,CDS
Chr16,4044868,4045095,CDS
Chr16,4043998,4044072,CDS
Chr16,4043610,4043831,CDS
Chr16,4041918,4042022,CDS
Chr16,4039989,4040147,CDS
Chr16,4037619,4037654,CDS
Chr16,4037433,4037498,CDS
Chr16,4036851,4036970,CDS
Chr16,4036031,4036153,CDS
Chr16,4035399,4035431,CDS
Chr16,2994761,2994904,CDS
Chr16,2995298,2995429,CDS
Chr16,2996434,2996583,CDS
Chr16,2997309,2997548,CDS
Chr16,2997995,2998309,CDS
Chr16,2998697,2998855,CDS
Chr16,2999273,2999341,CDS
Chr16,2999518,2999682,CDS
Chr16,3000192,3000308,CDS
Chr16,3000429,3000548,CDS
Chr16,3001111,3001191,CDS
Chr16,3001600,3001668,CDS
Chr16,3001766,3001900,CDS
Chr16,512765,512911,CDS
Chr16,512995,513171,CDS
Chr16,513322,513495,CDS
Chr16,2150311,2150448,CDS
Chr16,2149015,2149125,CDS
Chr16,2143365,2143685,CDS
Chr16,2173722,2173766,CDS
Chr16,2954954,2955049,CDS
Chr16,2954092,2954196,CDS
Chr16,2953182,2953346,CDS
Chr16,2952957,2953064,CDS
Chr16,2908497,2908553,CDS
Chr16,2904183,2904332,CDS
Chr16,2903242,2903361,CDS
Chr16,2902720,2902893,CDS
Chr16,1940112,1940231,CDS
Chr16,2048183,2048320,CDS
Chr16,5992424,5992603,CDS
Chr16,5996447,5996584,CDS
Chr16,453894,454298,CDS
Chr16,453069,453383,CDS
Chr16,7952539,7952988,CDS
Chr16,814717,814830,CDS
Chr16,814139,814210,CDS
Chr16,813812,813874,CDS
Chr16,813626,813703,CDS
Chr16,812314,812448,CDS
Chr16,812164,812220,CDS
Chr16,2921314,2921658,CDS
Chr16,58872,59624,CDS
Chr16,1275975,1276247,CDS
scaffold_18,25399,25986,CDS
scaffold_18,9900,10727,CDS
Chr1,268211576,268211665,CDS
Chr1,268208910,268209044,CDS
Chr1,268203839,268203985,CDS
Chr1,268202558,268202623,CDS
Chr1,268200014,268200175,CDS
Chr1,268197742,268197873,CDS
Chr1,268196523,268196651,CDS
Chr1,268194392,268194496,CDS
Chr1,268191819,268191932,CDS
Chr1,268190144,268190224,CDS
Chr1,268186799,268186879,CDS
Chr1,268186134,268186244,CDS
Chr1,268184499,268184648,CDS
Chr1,268182128,268182214,CDS
Chr1,268181434,268181571,CDS
Chr1,53072126,53072326,CDS
Chr1,52961222,52961284,CDS
Chr1,114930001,114930216,CDS
Chr1,114933074,114933271,CDS
Chr1,114940622,114940693,CDS
Chr1,114940947,114941150,CDS
Chr1,114942274,114942420,CDS
Chr1,114943260,114943337,CDS
Chr1,87690382,87690420,CDS
Chr1,87819263,87819487,CDS
Chr1,199366626,199366874,CDS
Chr1,199369991,199370257,CDS
Chr1,183796969,183797427,CDS
Chr1,183788065,183788124,CDS
Chr1,183770606,183770827,CDS
Chr1,183767972,183768094,CDS
Chr1,183745544,183745858,CDS
Chr1,18095742,18095822,CDS
Chr1,18140597,18140659,CDS
Chr1,18140838,18140933,CDS
Chr1,18145295,18145423,CDS
Chr1,18157227,18157421,CDS
Chr1,18160450,18160641,CDS
Chr1,18161727,18161810,CDS
Chr1,18164696,18165961,CDS
Chr1,18169005,18169184,CDS
Chr1,18174341,18174511,CDS
Chr1,238951238,238951675,CDS
Chr1,256511145,256511312,CDS
Chr1,256503353,256503580,CDS
Chr1,256500925,256501089,CDS
Chr1,286475690,286475854,CDS
Chr1,286415620,286415652,CDS
Chr1,286363264,286363317,CDS
Chr1,148707912,148708229,CDS
Chr1,235190090,235190266,CDS
Chr1,235191606,235191716,CDS
Chr1,235192046,235192156,CDS
Chr1,235192641,235192835,CDS
Chr1,235199025,235199120,CDS
Chr1,235201160,235201345,CDS
Chr1,235204422,235204595,CDS
Chr1,235205668,235205850,CDS
Chr1,235206882,235207028,CDS
Chr1,235208220,235208366,CDS
Chr1,235209072,235209269,CDS
Chr1,48446009,48446224,CDS
Chr1,278443343,278443402,CDS
